Fan,Refrigerator,AirConditioner,Television,Monitor,Month,City,Company,TariffRate,ElectricityBill
8,17,2,5,1,12,Chennai,JSW Energy Ltd.,8.8,1918.4
8,21,1,9,1,12,Vadodara,Adani Power Ltd.,7.8,3478.8
20,22,0,18,1,8,Ratnagiri,Optibelt Power Transmission India Private Limited,7.4,5017.2
20,23,0,15,12,11,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,9.2,6890.8
19,23,0,9,1,9,Navi Mumbai,SJVN Ltd.,9.3,4436.1
14,22,0,21,12,8,Kolkata,Jyoti Structure,8.7,4437
17,22,3,7,1,12,New Delhi,Indowind Energy,8.5,4692
12,22,3,22,1,5,Noida,NHPC,8.2,4280.4
15,23,2,20,1,10,Dahej,Torrent Power Ltd.,7.6,5646.8
10,19,1,9,1,8,Chennai,Sunil Hitech Eng,8.8,4338.4
13,23,3,4,1,5,Navi Mumbai,JSW Energy Ltd.,9.3,4194.3
19,22,3,18,1,11,New Delhi,NHPC,8.5,4947
7,18,1,9,1,5,Vadodara,L&T Transmission & Distribution,7.8,2971.8
23,23,0,10,1,2,Pune,Sunil Hitech Eng,9.1,3594.5
16,23,2,13,1,1,Hyderabad,Tata Power Company Ltd.,8.4,4267.2
22,22,2,8,12,1,Ahmedabad,Sunil Hitech Eng,7.9,4392.4
21,22,1,8,1,1,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,7.6,4620.8
14,22,3,11,1,10,Vadodara,Power Grid Corp,7.8,4664.4
6,22,1,15,7,5,Nagpur,Power Grid Corp,8.9,3462.1
5,22,2,4,1,11,Hyderabad,L&T Transmission & Distribution,8.4,2125.2
15,22,1,12,1,1,Ahmedabad,Sunil Hitech Eng,7.9,3389.1
7,22,3,20,1,8,Shimla,TransRail Lighting,7.7,5259.1
16,23,2,16,1,4,Mumbai,Optibelt Power Transmission India Private Limited,9.2,4324
8,20,1,7,1,2,Pune,Torrent Power Ltd.,9.1,4295.2
5,17,2,4,1,5,Dahej,CESC,7.6,2857.6
21,23,3,14,1,10,Gurgaon,Sterlite Power Transmission Ltd,8.3,4631.4
11,23,1,21,1,6,New Delhi,L&T Transmission & Distribution,8.5,3672
8,18,0,17,1,2,Chennai,NLC India,8.8,2587.2
7,17,3,6,1,6,Dahej,Jaiprakash Power,7.6,1930.4
9,18,2,12,1,2,Ahmedabad,Neueon Towers / Sujana Towers Ltd.,7.9,3634
10,22,3,10,1,6,Kolkata,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.7,5193.9
7,19,3,8,7,7,Ratnagiri,Torrent Power Ltd.,7.4,4055.2
6,22,1,7,1,7,Hyderabad,SJVN Ltd.,8.4,3452.4
12,22,2,6,1,7,New Delhi,GE T&D India Limited,8.5,4445.5
5,21,3,17,1,10,Chennai,Jaiprakash Power,8.8,3854.4
8,18,3,8,1,9,Dahej,NHPC,7.6,2515.6
17,22,3,4,1,7,Pune,Optibelt Power Transmission India Private Limited,9.1,3385.2
23,22,2,4,1,8,New Delhi,SJVN Ltd.,8.5,4063
13,22,3,12,1,8,Nagpur,Adani Power Ltd.,8.9,5402.3
9,19,0,19,1,12,Chennai,Power Grid Corp,8.8,2842.4
5,19,2,4,1,7,Dahej,Adani Power Ltd.,7.6,1793.6
11,23,0,3,1,11,Noida,TransRail Lighting,8.2,2328.8
12,22,0,13,1,1,Vadodara,GE T&D India Limited,7.8,3775.2
11,22,0,22,1,8,Vadodara,Optibelt Power Transmission India Private Limited,7.8,4999.8
7,19,2,13,1,6,Gurgaon,NHPC,8.3,3519.2
16,22,2,8,1,8,Shimla,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,7.7,2779.7
7,23,2,14,1,11,Navi Mumbai,Sterlite Power Transmission Ltd,9.3,5077.8
10,20,3,17,1,11,Nagpur,Orient Green,8.9,4663.6
11,23,0,21,1,5,Noida,Bonfiglioli Transmission Pvt. Ltd.,8.2,5157.8
23,22,0,19,1,3,Ratnagiri,Jaiprakash Power,7.4,4913.6
9,21,3,5,1,4,Mumbai,Neueon Towers / Sujana Towers Ltd.,9.2,3532.8
15,23,3,15,12,9,Shimla,Torrent Power Ltd.,7.7,4519.9
13,22,0,9,1,8,Dahej,Neueon Towers / Sujana Towers Ltd.,7.6,2758.8
23,22,2,8,1,2,Gurgaon,Unitech Power Transmission Ltd.,8.3,3286.8
11,23,2,18,1,9,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,8.5,3578.5
9,18,2,14,7,6,Navi Mumbai,Adani Power Ltd.,9.3,4436.1
12,22,3,12,1,7,Nagpur,Unitech Power Transmission Ltd.,8.9,3844.8
15,23,0,12,1,12,Chennai,Reliance Power,8.8,4655.2
18,22,3,15,1,11,New Delhi,Reliance Power,8.5,5100
12,22,3,13,1,1,Pune,Guj Ind Power,9.1,4495.4
23,22,1,18,1,2,Gurgaon,Unitech Power Transmission Ltd.,8.3,3768.2
10,20,1,12,1,4,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.2,4034.4
14,22,3,6,1,8,Nagpur,Jaiprakash Power,8.9,4058.4
23,23,3,22,1,11,Ratnagiri,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,7.4,4847
6,22,0,5,1,3,Mumbai,Reliance Power,9.2,2097.6
23,22,1,8,1,12,Navi Mumbai,TransRail Lighting,9.3,4408.2
18,23,2,13,1,1,Kolkata,Optibelt Power Transmission India Private Limited,8.7,5750.7
23,23,3,11,1,8,Shimla,Reliance Power,7.7,4704.7
10,23,2,22,1,8,Ahmedabad,JSW Energy Ltd.,7.9,4984.9
5,20,1,18,1,3,Ratnagiri,Unitech Power Transmission Ltd.,7.4,3936.8
16,23,0,13,1,1,Dahej,JSW Energy Ltd.,7.6,3974.8
22,23,0,22,1,12,Kolkata,Jyoti Structure,8.7,6446.7
17,22,3,6,1,8,Faridabad,CESC,8.1,4479.3
13,23,3,20,1,8,Shimla,Orient Green,7.7,4912.6
8,17,2,16,1,1,Vadodara,Power Grid Corp,7.8,4056
21,22,0,22,1,11,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,7.9,4258.1
7,21,3,15,1,12,Nagpur,Reliance Energy,8.9,4966.2
6,21,1,22,7,10,Noida,Orient Green,8.2,4903.6
17,22,2,14,1,12,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.2,5617
19,22,0,13,12,6,Ratnagiri,Reliance Power,7.4,3374.4
8,22,0,17,1,9,Faridabad,SJVN Ltd.,8.1,4770.9
13,22,0,9,1,5,Mumbai,Indowind Energy,9.2,4314.8
8,22,1,11,1,6,Hyderabad,L&T Transmission & Distribution,8.4,4275.6
21,23,3,22,1,11,Shimla,NLC India,7.7,4543
22,22,2,21,1,6,Navi Mumbai,TransRail Lighting,9.3,6007.8
17,22,3,11,1,5,Hyderabad,Power Grid Corp,8.4,4494
17,23,2,13,1,6,Faridabad,Sunil Hitech Eng,8.1,4050
6,18,1,22,1,1,Kolkata,Reliance Energy,8.7,3645.3
7,20,1,10,1,9,Faridabad,Indowind Energy,8.1,3969
13,22,2,15,1,9,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,9.2,5768.4
16,22,2,16,1,5,Shimla,Bonfiglioli Transmission Pvt. Ltd.,7.7,3580.5
19,22,3,6,12,10,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,7.4,3707.4
6,21,2,3,1,11,Ahmedabad,CESC,7.9,3847.3
23,22,3,11,1,1,Hyderabad,Torrent Power Ltd.,8.4,4225.2
10,20,3,11,1,4,Ratnagiri,NTPC Pvt. Ltd.,7.4,3537.2
18,22,0,6,1,7,Ratnagiri,Kalpataru Power,7.4,2427.2
20,23,2,22,1,11,Dahej,Torrent Power Ltd.,7.6,4012.8
19,23,2,21,1,12,Gurgaon,Kalpataru Power,8.3,5478
12,23,0,15,1,3,Chennai,NHPC,8.8,4180
14,22,0,11,1,8,Hyderabad,Power Grid Corp,8.4,4116
15,22,0,18,1,10,Hyderabad,Power Grid Corp,8.4,3360
17,23,1,21,12,3,Gurgaon,Jaiprakash Power,8.3,5992.6
11,23,0,22,1,4,Noida,Bonfiglioli Transmission Pvt. Ltd.,8.2,3608
10,22,2,16,1,3,Navi Mumbai,Indowind Energy,9.3,5700.9
17,23,0,17,1,5,Vadodara,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",7.8,3845.4
19,22,2,9,1,3,New Delhi,Unitech Power Transmission Ltd.,8.5,5661
13,23,2,12,1,8,Gurgaon,KEC International,8.3,4357.5
10,21,0,5,1,5,Ratnagiri,Indowind Energy,7.4,2072
15,22,2,6,1,8,Navi Mumbai,Orient Green,9.3,5049.9
22,22,0,21,1,12,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,7.9,5561.6
11,23,2,3,1,10,Vadodara,Tata Power Company Ltd.,7.8,4001.4
5,20,2,19,7,12,Ahmedabad,TransRail Lighting,7.9,5198.2
13,22,3,10,1,8,Nagpur,Indowind Energy,8.9,4912.8
6,21,2,3,7,5,Ahmedabad,Adani Power Ltd.,7.9,3144.2
22,22,1,16,1,6,Chennai,CESC,8.8,4681.6
18,22,2,6,12,4,Nagpur,Sterlite Power Transmission Ltd,8.9,4957.3
9,19,3,17,1,3,Dahej,Jyoti Structure,7.6,3617.6
8,20,3,16,1,12,Faridabad,Torrent Power Ltd.,8.1,5135.4
22,23,3,19,1,5,Ahmedabad,Orient Green,7.9,5790.7
18,22,1,21,1,3,Gurgaon,Bonfiglioli Transmission Pvt. Ltd.,8.3,4581.6
22,22,1,10,12,5,Noida,SJVN Ltd.,8.2,5715.4
5,18,2,12,1,4,Dahej,Reliance Energy,7.6,2918.4
16,23,2,15,1,12,Hyderabad,SJVN Ltd.,8.4,5745.6
13,23,0,16,1,12,Chennai,Neueon Towers / Sujana Towers Ltd.,8.8,4989.6
20,23,3,4,12,9,Ahmedabad,KEC International,7.9,4621.5
6,17,2,13,7,4,Dahej,Kalpataru Power,7.6,4096.4
12,22,0,16,1,7,Navi Mumbai,KEC International,9.3,5235.9
23,22,1,12,1,12,Dahej,SJVN Ltd.,7.6,4423.2
14,23,1,17,12,8,New Delhi,Tata Power Company Ltd.,8.5,4700.5
20,22,2,4,1,8,Faridabad,Indowind Energy,8.1,4114.8
5,20,3,11,1,10,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,8.1,4430.7
9,19,2,21,1,4,Pune,Orient Green,9.1,4113.2
6,23,2,18,1,11,Noida,Jyoti Structure,8.2,4378.8
19,22,0,22,1,9,Gurgaon,Kalpataru Power,8.3,3984
7,23,0,16,1,1,Pune,NTPC Pvt. Ltd.,9.1,5369
18,23,1,10,1,10,Pune,Orient Green,9.1,4504.5
9,23,0,11,1,5,Ahmedabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",7.9,4400.3
15,22,2,12,1,6,Kolkata,Sunil Hitech Eng,8.7,4202.1
23,22,3,14,1,4,Navi Mumbai,Reliance Energy,9.3,6482.1
10,22,3,9,1,12,Nagpur,Kalpataru Power,8.9,4325.4
10,17,0,18,7,11,Hyderabad,Jaiprakash Power,8.4,4712.4
23,22,3,9,1,12,New Delhi,CESC,8.5,5712
10,23,2,9,1,4,Ahmedabad,L&T Transmission & Distribution,7.9,3957.9
6,20,3,20,1,8,Faridabad,Indowind Energy,8.1,4220.1
10,18,0,5,1,11,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,7.9,1793.3
9,21,1,9,1,6,Navi Mumbai,KEC International,9.3,4408.2
9,17,1,15,1,6,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,8.5,2711.5
17,23,0,8,1,3,Dahej,Unitech Power Transmission Ltd.,7.6,4035.6
13,23,2,17,1,4,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.2,4362.4
8,20,3,22,1,1,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,7.6,5434
17,23,1,14,1,1,Noida,Tata Power Company Ltd.,8.2,4649.4
21,23,0,20,1,2,Chennai,Adani Power Ltd.,8.8,4285.6
7,18,2,21,1,11,Nagpur,Adani Power Ltd.,8.9,3115
17,22,2,7,1,2,Faridabad,NHPC,8.1,3555.9
23,22,3,14,1,11,Chennai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.8,4989.6
12,23,2,19,12,4,Hyderabad,GE T&D India Limited,8.4,4611.6
17,22,2,7,1,7,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,8.7,4567.5
9,20,1,18,1,3,Ratnagiri,SJVN Ltd.,7.4,3344.8
20,23,0,6,1,9,Nagpur,GE T&D India Limited,8.9,5019.6
18,23,2,12,12,3,Dahej,TransRail Lighting,7.6,4043.2
9,18,3,13,1,3,Nagpur,Sunil Hitech Eng,8.9,3034.9
5,20,3,7,1,3,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,8.9,2616.6
9,17,0,16,1,6,Shimla,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.7,3064.6
10,22,1,14,7,4,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,8.9,5242.1
16,22,2,7,1,9,Hyderabad,Sterlite Power Transmission Ltd,8.4,4048.8
14,23,0,17,1,5,Navi Mumbai,Jaiprakash Power,9.3,5394
18,22,2,22,1,7,Nagpur,NTPC Pvt. Ltd.,8.9,6363.5
12,23,0,7,1,6,Hyderabad,Adani Power Ltd.,8.4,2503.2
11,22,3,20,1,9,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.3,4490.3
17,23,3,17,1,10,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.9,5767.2
9,22,0,8,1,9,Ahmedabad,L&T Transmission & Distribution,7.9,3894.7
19,23,0,19,1,4,Shimla,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",7.7,4727.8
14,23,0,15,1,10,Nagpur,KEC International,8.9,3711.3
7,20,1,5,1,8,Noida,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.2,2919.2
14,22,1,5,1,10,Chennai,Neueon Towers / Sujana Towers Ltd.,8.8,3968.8
22,22,3,22,1,7,Nagpur,Torrent Power Ltd.,8.9,6781.8
7,22,2,10,1,11,Ahmedabad,KEC International,7.9,2851.9
18,22,0,17,1,2,Faridabad,Kalpataru Power,8.1,3329.1
22,23,1,14,1,4,Kolkata,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.7,5489.7
9,17,2,5,1,12,Gurgaon,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.3,3228.7
8,19,3,22,1,11,Kolkata,Reliance Power,8.7,5280.9
21,22,2,12,1,1,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,8.9,6230
9,18,2,10,7,1,Hyderabad,Orient Green,8.4,3729.6
7,23,2,21,7,8,Kolkata,Torrent Power Ltd.,8.7,5924.7
9,23,0,9,1,9,Hyderabad,Jyoti Structure,8.4,4410
12,23,0,8,1,1,Ratnagiri,Sunil Hitech Eng,7.4,3825.8
8,17,0,4,1,9,Kolkata,Reliance Energy,8.7,2662.2
21,23,2,14,12,10,Faridabad,CESC,8.1,6787.8
5,17,2,7,7,9,Vadodara,Unitech Power Transmission Ltd.,7.8,3556.8
22,23,2,6,1,6,Noida,Adani Power Ltd.,8.2,3673.6
5,23,1,10,1,3,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,8.4,3267.6
18,23,1,18,1,9,Hyderabad,Neueon Towers / Sujana Towers Ltd.,8.4,4158
21,23,1,11,1,2,Pune,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),9.1,5632.9
11,23,1,20,1,6,Dahej,Orient Green,7.6,4560
15,23,1,15,1,2,Kolkata,Unitech Power Transmission Ltd.,8.7,5124.3
18,23,3,17,12,6,Gurgaon,Unitech Power Transmission Ltd.,8.3,6739.6
20,23,2,18,1,11,Nagpur,L&T Transmission & Distribution,8.9,4841.6
5,21,0,20,1,12,Vadodara,Guj Ind Power,7.8,3619.2
21,23,2,16,1,3,Kolkata,Reliance Power,8.7,4323.9
16,22,0,4,1,8,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,8.1,3142.8
18,22,3,12,1,2,New Delhi,Jaiprakash Power,8.5,3663.5
6,20,2,19,7,9,Noida,Bonfiglioli Transmission Pvt. Ltd.,8.2,4813.4
23,23,2,4,12,9,Noida,Reliance Energy,8.2,5239.8
18,23,0,11,1,9,Noida,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.2,5010.2
22,22,3,18,12,7,Vadodara,Jyoti Structure,7.8,6154.2
15,23,1,20,12,2,Vadodara,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.8,3845.4
13,23,2,10,1,8,Ahmedabad,Jaiprakash Power,7.9,4013.2
18,22,1,16,1,2,Chennai,NHPC,8.8,4611.2
16,23,3,20,1,11,Nagpur,Torrent Power Ltd.,8.9,4743.7
13,22,2,13,1,5,Navi Mumbai,SJVN Ltd.,9.3,4194.3
22,23,0,14,12,3,Vadodara,Tata Power Company Ltd.,7.8,4516.2
8,19,3,19,1,1,Gurgaon,Jaiprakash Power,8.3,3577.3
11,23,3,4,1,11,Mumbai,Jaiprakash Power,9.2,4075.6
7,23,2,15,1,4,New Delhi,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.5,5040.5
20,23,3,13,12,8,Faridabad,KEC International,8.1,5945.4
16,23,2,16,1,6,New Delhi,KEC International,8.5,5822.5
9,22,2,16,7,9,Nagpur,Power Grid Corp,8.9,4387.7
17,23,2,18,1,4,Vadodara,KEC International,7.8,5483.4
20,23,2,6,1,1,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.2,5330
17,22,3,8,12,2,Pune,Optibelt Power Transmission India Private Limited,9.1,5833.1
22,22,2,18,1,11,Faridabad,JSW Energy Ltd.,8.1,5953.5
23,22,2,14,1,4,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.9,4183
21,23,3,12,1,11,Ratnagiri,Power Grid Corp,7.4,3781.4
11,23,0,15,1,2,Ratnagiri,NLC India,7.4,2604.8
21,22,3,18,1,9,Navi Mumbai,Jaiprakash Power,9.3,4761.6
18,22,3,18,1,8,Ratnagiri,Sunil Hitech Eng,7.4,5009.8
7,18,3,18,7,1,New Delhi,Jaiprakash Power,8.5,5635.5
14,22,3,22,1,3,Vadodara,Neueon Towers / Sujana Towers Ltd.,7.8,5717.4
14,23,1,16,1,3,Chennai,Jyoti Structure,8.8,5271.2
5,17,0,10,1,12,Nagpur,Orient Green,8.9,2687.8
20,22,0,15,1,11,Mumbai,NHPC,9.2,4057.2
14,23,2,5,1,12,Kolkata,SJVN Ltd.,8.7,3192.9
22,23,3,3,12,10,Ratnagiri,NTPC Pvt. Ltd.,7.4,5468.6
20,23,1,6,1,1,New Delhi,GE T&D India Limited,8.5,3587
6,23,2,18,1,2,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,8.5,3102.5
10,20,0,20,1,7,Navi Mumbai,Torrent Power Ltd.,9.3,5738.1
13,22,3,8,1,11,New Delhi,CESC,8.5,4836.5
6,18,3,12,7,7,Vadodara,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",7.8,3525.6
16,23,2,7,1,3,New Delhi,Guj Ind Power,8.5,3170.5
13,22,0,10,12,12,Shimla,GE T&D India Limited,7.7,4211.9
8,20,3,5,1,9,Gurgaon,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.3,4042.1
8,21,0,17,7,8,Chennai,Jyoti Structure,8.8,3361.6
13,22,2,21,1,4,Hyderabad,TransRail Lighting,8.4,4586.4
14,22,3,18,12,12,Hyderabad,Neueon Towers / Sujana Towers Ltd.,8.4,5980.8
16,22,0,21,12,10,Kolkata,Torrent Power Ltd.,8.7,5124.3
12,22,1,4,1,5,Dahej,JSW Energy Ltd.,7.6,2340.8
5,20,3,13,1,3,Dahej,Guj Ind Power,7.6,3708.8
9,22,2,3,1,4,Kolkata,Indowind Energy,8.7,2905.8
11,23,1,6,1,3,Mumbai,Tata Power Company Ltd.,9.2,5262.4
5,23,1,19,1,12,Hyderabad,Guj Ind Power,8.4,4384.8
7,20,2,20,1,5,Vadodara,Sunil Hitech Eng,7.8,3556.8
22,23,2,14,1,6,Shimla,Kalpataru Power,7.7,5459.3
22,23,2,20,1,11,Pune,CESC,9.1,6160.7
12,22,1,4,1,7,Chennai,L&T Transmission & Distribution,8.8,4558.4
22,23,1,13,1,1,Navi Mumbai,NLC India,9.3,4529.1
11,23,2,19,12,3,Pune,Ringfeder Power Transmission India Pvt. Ltd.,9.1,7452.9
14,23,1,7,1,1,Dahej,Neueon Towers / Sujana Towers Ltd.,7.6,4142
22,23,1,13,1,1,Hyderabad,GE T&D India Limited,8.4,5804.4
7,21,1,10,1,12,Faridabad,KEC International,8.1,3863.7
16,22,0,14,12,7,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,8.9,5366.7
23,23,3,16,1,12,Gurgaon,L&T Transmission & Distribution,8.3,4888.7
17,22,1,3,12,6,Hyderabad,L&T Transmission & Distribution,8.4,3948
14,23,3,5,1,9,Vadodara,Jyoti Structure,7.8,4391.4
7,17,3,4,1,1,Chennai,NLC India,8.8,3000.8
10,20,3,21,7,4,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,8.7,5515.8
7,18,1,15,1,5,Navi Mumbai,Guj Ind Power,9.3,4640.7
10,22,3,8,1,4,Chennai,JSW Energy Ltd.,8.8,3097.6
23,23,3,14,1,10,Faridabad,NHPC,8.1,5556.6
6,20,1,15,1,12,Hyderabad,Optibelt Power Transmission India Private Limited,8.4,2570.4
22,23,2,3,1,12,Shimla,JSW Energy Ltd.,7.7,4758.6
22,23,2,20,1,10,Noida,Neueon Towers / Sujana Towers Ltd.,8.2,5518.6
10,18,0,17,7,7,Chennai,Orient Green,8.8,3493.6
15,23,2,21,1,2,Noida,Guj Ind Power,8.2,4846.2
8,22,1,17,1,2,Ahmedabad,Tata Power Company Ltd.,7.9,2930.9
17,22,3,3,1,1,Kolkata,Sunil Hitech Eng,8.7,3958.5
13,22,1,13,1,11,Faridabad,Sunil Hitech Eng,8.1,3863.7
6,21,3,16,1,5,Ahmedabad,NLC India,7.9,5158.7
5,19,2,18,7,2,Noida,Adani Power Ltd.,8.2,4141
16,23,2,9,1,12,Kolkata,Neueon Towers / Sujana Towers Ltd.,8.7,5568
19,23,2,7,12,5,Nagpur,L&T Transmission & Distribution,8.9,5998.6
5,22,2,15,1,11,Hyderabad,L&T Transmission & Distribution,8.4,4040.4
16,22,0,3,1,12,Shimla,GE T&D India Limited,7.7,2795.1
9,19,1,4,7,4,Shimla,Neueon Towers / Sujana Towers Ltd.,7.7,2841.3
10,22,0,20,1,6,Pune,Optibelt Power Transmission India Private Limited,9.1,3731
5,17,0,21,7,12,Faridabad,Orient Green,8.1,4074.3
14,22,1,10,12,6,Shimla,Jyoti Structure,7.7,5336.1
10,18,0,7,1,8,Pune,Jyoti Structure,9.1,2493.4
10,23,0,5,1,2,Navi Mumbai,JSW Energy Ltd.,9.3,1980.9
10,17,1,6,1,1,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,8.1,3272.4
10,23,1,11,1,3,Noida,Optibelt Power Transmission India Private Limited,8.2,4362.4
15,23,0,4,1,10,Chennai,Adani Power Ltd.,8.8,3361.6
22,22,2,18,1,5,Mumbai,Unitech Power Transmission Ltd.,9.2,6679.2
22,23,2,13,1,12,Kolkata,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.7,6324.9
22,23,2,13,12,5,Navi Mumbai,Neueon Towers / Sujana Towers Ltd.,9.3,7328.4
23,22,0,6,12,4,Kolkata,NHPC,8.7,5124.3
6,22,3,8,1,9,Ahmedabad,Sunil Hitech Eng,7.9,3610.3
16,22,3,12,1,4,Noida,Reliance Energy,8.2,5002
13,23,1,17,1,6,Navi Mumbai,Tata Power Company Ltd.,9.3,3831.6
23,23,3,18,1,2,Navi Mumbai,NHPC,9.3,5654.4
12,22,2,11,1,11,Shimla,Sunil Hitech Eng,7.7,3580.5
9,20,2,5,1,5,Kolkata,Optibelt Power Transmission India Private Limited,8.7,2992.8
15,22,1,9,1,3,New Delhi,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.5,3527.5
5,22,3,13,1,5,Pune,Torrent Power Ltd.,9.1,4968.6
15,22,2,7,1,6,New Delhi,L&T Transmission & Distribution,8.5,4054.5
19,23,0,15,12,2,Vadodara,NTPC Pvt. Ltd.,7.8,5007.6
16,23,2,21,1,8,Navi Mumbai,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),9.3,4808.1
19,22,2,3,1,12,Noida,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.2,4009.8
16,23,1,19,1,2,New Delhi,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.5,5397.5
22,23,2,8,1,11,Ahmedabad,KEC International,7.9,4084.3
17,22,0,20,1,5,New Delhi,Torrent Power Ltd.,8.5,4156.5
16,22,2,11,1,3,Mumbai,SJVN Ltd.,9.2,5750
13,22,0,13,12,12,Kolkata,Reliance Power,8.7,4393.5
10,17,1,20,7,9,Shimla,Sterlite Power Transmission Ltd,7.7,3110.8
8,22,1,8,1,12,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.6,2614.4
20,22,1,14,1,4,Ratnagiri,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",7.4,4773
12,23,0,17,1,2,Noida,SJVN Ltd.,8.2,3435.8
9,23,3,12,1,11,Chennai,Adani Power Ltd.,8.8,4716.8
19,23,0,20,12,9,Dahej,Neueon Towers / Sujana Towers Ltd.,7.6,4605.6
9,22,2,16,1,8,Shimla,Reliance Energy,7.7,4512.2
9,21,0,9,7,5,Faridabad,JSW Energy Ltd.,8.1,4033.8
21,22,0,8,12,8,Vadodara,Jaiprakash Power,7.8,4648.8
20,22,1,19,1,8,Faridabad,Optibelt Power Transmission India Private Limited,8.1,5410.8
20,23,2,20,12,3,Chennai,TransRail Lighting,8.8,7779.2
14,22,0,5,1,3,Vadodara,CESC,7.8,2418
16,22,1,21,12,7,Nagpur,Kalpataru Power,8.9,7262.4
11,23,2,15,1,10,Kolkata,Adani Power Ltd.,8.7,5811.6
23,23,2,4,12,3,Ahmedabad,Torrent Power Ltd.,7.9,5348.3
9,17,1,18,1,12,Noida,CESC,8.2,4247.6
8,21,3,11,1,4,Navi Mumbai,Unitech Power Transmission Ltd.,9.3,3636.3
23,22,1,11,12,2,Faridabad,Reliance Power,8.1,4066.2
8,20,2,13,1,11,Ahmedabad,NHPC,7.9,2875.6
9,19,0,9,1,8,Kolkata,Jyoti Structure,8.7,4228.2
16,22,3,10,1,9,New Delhi,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.5,4930
21,22,2,19,1,6,New Delhi,Kalpataru Power,8.5,5967
23,23,3,9,1,8,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.4,4510.8
16,23,2,5,1,10,Nagpur,NHPC,8.9,3435.4
10,23,2,3,1,7,Vadodara,Reliance Power,7.8,3697.2
11,22,0,12,1,11,New Delhi,Orient Green,8.5,4071.5
20,23,3,4,1,11,Navi Mumbai,TransRail Lighting,9.3,4863.9
19,23,0,6,1,9,Pune,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",9.1,4395.3
14,22,0,4,1,4,Navi Mumbai,Optibelt Power Transmission India Private Limited,9.3,2538.9
7,19,0,21,1,2,Pune,CESC,9.1,3621.8
7,17,1,13,1,7,Mumbai,Reliance Energy,9.2,2631.2
20,23,2,11,12,10,Noida,Indowind Energy,8.2,5822
